X,Y
1.9829203,5.596505
9.114796,7.2539997
6.6365805,9.509653
13.421362,7.7619643
2.125752,-5.608374
10.848926,4.0480943
1.956949,9.062787
-4.0344825,13.053624
5.0714464,-4.475184
4.0829344,-4.0283623
12.592548,7.44658
0.83901215,6.422687
4.4486756,-6.5688868
2.1206608,-3.856617
13.165594,8.802626
10.715062,10.002216
9.628139,4.580174
14.690981,7.9118433
1.1861591,6.6087837
12.750487,5.535939
-2.2784498,6.187756
12.681699,7.1757812
-0.49578932,6.3524137
12.147886,6.273027
3.2387128,-5.9118543
3.0946474,-6.9546285
2.8898628,8.96305
8.952087,9.526026
9.699028,4.9864573
0.2116742,9.77265
18.654387,9.112598
-3.2541482,8.957196
-0.81232196,8.524422
3.55911,9.355705
1.7834805,-5.2534747
6.236412,-0.22593985
0.93631023,-4.944821
8.978771,10.111851
2.1732852,-6.7221327
5.2669683,-2.1606464
8.188072,9.2165165
-4.7629347,8.872062
7.008446,6.77158
1.3405105,-4.58388
13.244967,8.330914
11.459899,5.9442334
10.795569,5.493989
2.56476,8.86435
5.347002,-2.4256616
-4.764296,11.089196
-5.004703,10.489046
20.015097,13.152337
-0.3555087,10.939242
17.108368,7.3740945
8.67099,5.0920687
2.767316,-4.553011
9.820566,7.269699
1.7656492,-5.050385
2.1937537,-3.2356625
11.912361,4.877003
-1.8752669,9.2928
11.146133,7.115899
6.6149416,0.12802185
-2.73751,12.90718
2.0971973,-2.6051035
-3.1732173,14.035553
3.3361466,-6.890729
17.348255,8.453978
7.1701674,8.741316
6.52086,0.3582006
-0.35824355,6.2894287
7.047309,5.3154235
14.248165,8.681438
4.9101324,-4.7580447
-0.023355773,10.103451
2.7670481,-6.2127333
6.059525,-0.46779585
2.2779644,6.898165
6.1396017,9.784942
-6.3376126,8.621813
3.144049,-5.361444
5.7239795,-0.7635631
20.771505,12.524807
6.1529646,3.998754
0.6588972,-6.1382737
6.6091437,0.7117173
10.776001,4.11153
1.6212176,10.283026
10.967811,9.746816
2.7652063,9.294568
3.4334855,-3.2640805
4.0258102,-1.5641093
11.463247,4.5199995
6.1577373,8.026149
-2.8181655,8.208707
2.9572444,-4.248216
10.417096,4.343137
8.125381,9.2794
3.1750906,-6.1951475
-0.46681863,8.239335
1.688841,-4.49983
6.9668756,10.208521
-6.5696387,7.0565424
6.9233866,6.499219
6.5599885,9.14312
1.2961625,6.586877
-0.38148654,9.281396
9.974486,7.8168936
2.9777355,-4.7244387
6.117879,-0.86698776
6.1700883,0.20477735
7.474419,4.51458
-0.11803838,11.7261915
4.764193,-5.9008102
4.964993,-3.3916438
7.292924,7.832003
3.2400513,-3.0026796
5.5824456,-0.58258593
12.127681,9.718427
1.3322583,-4.885795
1.0359409,5.8083987
-0.7571511,6.4047027
-1.0025413,6.5597477
-3.281349,11.773789
0.3290079,8.246683
0.48069027,9.6674795
2.6463454,-3.7726195
-2.2508662,13.465511
3.820378,6.8661923
-1.4041537,6.3616266
1.7715936,-3.4413323
7.0074778,6.507195
5.5350194,6.3652186
16.62231,8.42724
1.1226342,-5.8219333
1.1308833,-5.4407387
15.480124,7.549246
6.8999715,7.6375904
7.1504335,5.3913445
14.30657,9.108285
3.2717915,-4.506362
17.06536,7.1275387
3.4114213,-5.195064
13.19338,5.4542866
3.4189649,-3.7254984
-6.648773,9.95067
6.085467,9.638148
4.719747,5.12984
5.1481323,-2.044089
7.967667,7.820354
-5.343813,13.787867
-2.3377736,8.922838
0.2053515,11.433658
2.1893997,-6.573016
-3.3116553,12.30434
3.5869713,-6.893942
5.9837775,-1.1511579
19.571188,9.371804
4.948153,-2.5614681
11.600589,7.388901
0.5193353,-5.744859
19.867039,9.735023
8.946782,4.100343
13.618087,5.3922257
-1.9509696,8.8458185
3.3920538,-5.064865
5.850049,6.602686
13.889664,9.255204
11.452608,6.1947465
4.250295,-2.3101702
13.079774,4.9734387
11.541656,4.947888
17.352333,7.3187532
10.284535,4.0926266
-0.07414707,9.255814
11.999955,6.026378
6.486172,-0.11745021
12.430042,5.300674
5.606432,-0.27598205
1.5079442,-4.664385
4.103422,6.8919077
1.1357099,-6.6570473
10.409645,5.832514
7.230615,9.763815
7.1412125,7.279573
8.543713,4.0846825
-5.0673776,7.9449515
-3.132485,6.7939215
2.0969083,-4.0923657
3.153469,-3.070322
9.024041,10.186764
-2.3921952,8.907628
8.753679,8.718644
0.1371645,11.250096
7.460953,8.186939
8.079373,8.841021
-1.0603147,7.200483
6.20946,-0.5062055
16.298944,6.780832
2.3820388,-3.7343528
6.1486025,-0.37621206
7.0186253,8.476897
1.5594022,-6.9580064
-0.99608165,6.958991
5.024064,-3.4899561
9.7553425,7.0094833
-3.7822409,11.044872
8.908029,8.123642
7.811321,8.585235
-6.7755833,8.577433
2.6513162,-5.5153
2.2101994,-2.524487
5.904543,0.08626009
-7.0802603,11.363864
0.94921076,-6.307093
0.64910054,12.246172
3.4212072,-3.3317382
5.054071,-4.402588
9.017836,7.9629407
2.898605,-1.9462517
20.835672,11.915123
10.937165,4.456162
8.870201,9.054304
-4.867448,5.976974
6.084208,-0.9034286
13.395128,6.862808
0.7497908,5.8021245
2.9380333,-4.979387
10.771888,6.7000036
1.8603735,5.716047
-5.975974,7.0282555
20.364237,11.964517
-3.3893805,9.316687
6.6236725,1.0906923
18.452938,8.423586
2.0623913,-6.298967
-1.2952418,10.961933
19.564674,9.969919
9.576029,9.615529
3.8177905,-6.8927617
-4.3355494,10.955192
10.792026,8.2590885
5.9677253,5.574174
-3.5791297,9.710308
18.041542,9.107905
1.4021661,11.146701
-3.8511612,7.06065
10.656876,5.5246816
-3.1667733,10.533654
5.690212,-2.3011904
7.1437016,8.017609
-3.9678955,6.0839624
-2.314993,10.982806
4.601766,-5.2696047
2.5578594,-2.413234
3.3514717,-1.8397192
-1.7888738,9.483442
7.617364,9.463554
4.211835,-4.8195796
11.317788,4.244644
-1.1632273,13.390594
15.611538,7.017719
1.1318058,-3.5123472
3.7671127,-6.9694715
5.918266,0.29205465
9.897638,7.0994596
5.9623203,5.652563
10.305801,6.7735586
10.971636,4.4260674
1.975059,10.492047
11.029845,7.3982735
6.2067757,5.0604324
-0.27467248,11.133403
6.509761,0.6816994
18.637758,9.592784
0.11073596,7.108476
-3.2965899,9.472408
2.5667477,-2.6163359
-3.1918674,9.291722
1.4732661,-4.751201
6.8286967,7.1744766
20.436934,12.839239
-1.5984849,8.750151
7.2643423,4.0914006
2.7439213,-2.1305635
12.058331,6.92149
11.99126,9.820167
2.0581915,-6.310875
6.6735253,0.6894155
-1.6617241,11.761266
9.089989,5.0894823
0.3609414,11.65565
20.597286,12.273389
19.963305,12.1765585
-7.075876,11.005449
13.39377,9.504814
18.490995,8.684535
2.495948,-6.1453934
1.3317153,-3.8568695
7.7294464,10.0844965
20.622656,13.24425
2.936062,-3.5982158
12.005233,6.621264
13.135462,6.501011
5.821859,4.192476
14.073171,6.269262
7.156159,9.034056
1.6398678,-5.336078
-8.101937,9.79121
-2.026326,7.7297664
2.1007035,7.035122
4.593911,-5.676691
11.137664,6.9885354
4.1458964,-3.6655672
3.3323488,-5.6066093
-0.8862567,7.9496284
19.057833,8.814702
6.7145557,2.6588404
4.536442,-5.8041377
-6.556409,9.885779
6.570833,9.178869
13.629762,7.088545
4.0880685,-2.1379278
1.9587786,-5.6377845
12.487809,6.7485633
4.60667,-2.6987684
20.41203,11.466623
4.1852837,-6.4809604
-6.492278,11.390741
1.0736513,10.413126
7.808836,7.4665194
2.8157501,-5.9439855
7.542073,4.37667
4.6545863,-3.6694248
3.3112063,-4.3737636
4.2396045,-2.9906433
-4.3162284,11.551867
14.360179,6.916773
-2.6917975,13.728712
1.7967312,7.085699
9.302623,4.171158
-0.31123596,7.8450837
5.8500175,7.7398157
11.692096,8.201416
-1.2726204,5.4736786
11.859637,4.68634
-0.43917087,7.1439204
20.435514,10.843276
1.8605125,-2.8576264
3.473749,-5.1659784
-2.4121892,9.927499
2.7617626,-2.9506977
3.815926,-3.9967601
12.747862,8.394168
-3.9936543,13.3954935
2.8407075,-4.729845
4.429076,-6.2181835
-4.358226,10.48818
13.250034,8.538636
-3.8518713,9.016438
20.712925,12.568831
9.964787,7.926074
1.3528315,-6.7146444
8.482058,5.8220897
-2.1834722,5.7681694
10.202234,10.044934
3.3844488,-5.9038906
6.38468,-0.43588546
12.256205,5.702442
4.055761,-2.2850273
10.180274,7.4736195
2.5457795,9.166323
9.091446,9.172116
2.9154665,5.7112927
13.640906,7.9046106
1.7929027,8.695333
9.506779,6.517983
-5.5422254,10.482743
9.923621,6.6366844
6.9107575,2.3952675
19.345789,10.033356
-5.3110013,7.8560576
5.772247,9.104829
5.5862217,9.278224
4.331368,-4.5006185
4.9462347,-3.350483
9.9897375,9.096501
2.3060906,-4.182471
12.806852,8.430757
-4.0729985,8.960415
5.0877404,-1.6523173
9.888644,8.391114
-0.44229168,6.187537
3.9274635,-4.1563673
12.072835,8.692863
20.66717,11.402267
-2.0693507,8.913943
-2.505063,9.743953
3.9992554,-4.43884
2.4251108,-5.9080596
7.593627,3.6894832
4.1292224,8.63431
-0.98040736,7.6920714
-3.0776043,8.15873
2.5848207,-2.103024
8.066002,3.998352
3.7951808,8.098345
8.365283,7.601903
4.4042253,-5.4680448
9.273861,4.2671247
6.009761,0.31147945
1.724742,-4.3590984
-5.8031883,11.880196
1.3386638,9.086765
10.287547,9.3948765
4.5692954,9.144674
7.0833387,3.0423958
-4.68592,6.014406
2.339063,-5.686192
3.0228992,-6.6766396
2.2391787,-4.2633667
2.226265,-5.75897
9.282698,3.8302317
3.4357316,9.782759
3.014488,7.7039137
-1.8433089,9.802129
0.8440661,6.402988
6.7606277,6.3530364
20.447433,10.828272
1.774051,9.378131
9.433304,5.759652
2.362902,-2.2943459
4.6666017,-5.6478195
3.1094334,-6.682093
-2.8924825,10.889284
8.269056,5.2523785
-4.3218985,8.233628
2.756657,-3.0702708
13.530901,8.285114
4.843889,-4.4428043
18.100273,9.023132
3.978786,-1.9321792
2.629229,-5.9455667
18.285965,8.064071
-1.9367645,10.264145
-0.8393644,11.516849
8.876896,9.6608095
9.500345,9.468759
4.483034,-2.3523433
-1.2038538,13.464671
3.8344572,-6.730407
1.6400669,-4.00496
2.6844795,-5.5177646
13.362278,8.842414
3.3683705,-3.447358
7.324982,5.514592
-0.9656402,5.018431
5.724584,-2.4312253
7.0326533,5.2655787
